date_index	rsrp	rsrq	wbcqi	macStats_phr	dlCqiReport_sfnSn	macStats_totalBytesSdusDl	macStats_totalTbsUl	macStats_mcs1Ul	macStats_totalPduDl	macStats_totalBytesSdusUl	macStats_tbsDl	macStats_totalPrbUl	macStats_macSdusDl_sduLength	macStats_macSdusDl_lcid	macStats_prbUl	macStats_totalPduUl	macStats_mcs1Dl	macStats_mcs2Dl	macStats_prbDl	macStats_totalPrbDl	macStats_prbRetxDl	macStats_totalTbsDl	ulCqiReport_sfnSn	pdcpStats_pktRx	pdcpStats_pktRxW	pdcpStats_pktRxAiatW	pdcpStats_pktRxOo	pdcpStats_pktRxBytesW	pdcpStats_pktRxSn	pdcpStats_pktTxBytesW	pdcpStats_pktTxSn	pdcpStats_pktTxBytes	pdcpStats_pktRxAiat	pdcpStats_pktRxBytes	pdcpStats_pktTx	pdcpStats_pktTxW	pdcpStats_pktTxAiatW	pdcpStats_sfn	pdcpStats_pktTxAiat	rnti	quality
6532	-83	-2	15	40	12631	8376	859211	10	1534	2421619	7	40934	2	1	0	13573	28	0	3	4667	0	16150	12631	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246934	1223769	20457	0
6531	-83	-2	15	40	12551	8376	859022	10	1534	2421493	7	40925	2	1	0	13571	28	0	3	4667	0	16150	12551	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246884	1223769	20457	0
6530	-83	-2	15	40	12471	8376	858959	10	1534	2421367	7	40922	2	1	0	13569	28	0	3	4667	0	16150	12471	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246834	1223769	20457	0
6529	-83	-2	15	40	12311	8376	858707	10	1534	2421178	7	40910	2	1	0	13566	28	0	3	4667	0	16150	12311	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246734	1223769	20457	0
6528	-83	-2	15	40	12231	8374	858581	10	1533	2421052	7	40904	2	1	0	13564	28	0	3	4664	0	16143	12231	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246684	1223769	20457	0
6527	-83	-2	15	40	12151	8374	858455	10	1533	2420926	7	40898	2	1	0	13562	28	0	3	4664	0	16143	12151	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246634	1223769	20457	0
6526	-83	-2	15	40	12071	8374	858329	10	1533	2420800	7	40892	2	1	0	13560	28	0	3	4664	0	16143	12071	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246584	1223769	20457	0
6525	-83	-2	15	40	11991	8374	858203	10	1533	2420674	7	40886	2	1	0	13558	28	0	3	4664	0	16143	11991	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246534	1223769	20457	0
6524	-83	-2	15	40	11911	8374	858140	10	1533	2420548	7	40883	2	1	0	13556	28	0	3	4664	0	16143	11911	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246484	1223769	20457	0
6523	-83	-2	15	40	11831	8372	857951	10	1532	2420422	7	40874	2	1	0	13554	28	0	3	4661	0	16136	11831	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246434	1223769	20457	0
6522	-83	-2	15	40	11751	8372	857888	10	1532	2420296	7	40871	2	1	0	13552	28	0	3	4661	0	16136	11751	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246384	1223769	20457	0
6521	-83	-2	15	40	11671	8372	857762	10	1532	2420233	7	40865	2	1	0	13551	28	0	3	4661	0	16136	11671	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246334	1223769	20457	0
6520	-83	-2	15	40	11591	8372	857636	10	1532	2420107	7	40859	2	1	0	13549	28	0	3	4661	0	16136	11591	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246284	1223769	20457	0
6519	-83	-2	15	40	11431	8370	857384	10	1531	2419855	7	40847	2	1	0	13545	28	0	3	4658	0	16129	11431	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246184	1223769	20457	0
6518	-83	-2	15	40	11351	8370	857258	10	1531	2419729	7	40841	2	1	0	13543	28	0	3	4658	0	16129	11351	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246134	1223769	20457	0
6517	-83	-2	15	40	11271	8370	857195	10	1531	2419603	7	40838	2	1	0	13541	28	0	3	4658	0	16129	11271	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246084	1223769	20457	0
6516	-83	-2	15	40	11190	8370	857069	10	1531	2419477	7	40832	2	1	0	13539	28	0	3	4658	0	16129	11190	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1246033	1223769	20457	0
6515	-83	-2	15	40	11111	8370	856943	10	1531	2419414	7	40826	2	1	0	13538	28	0	3	4658	0	16129	11111	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245984	1223769	20457	0
6514	-83	-2	15	40	11031	8368	856817	10	1530	2419225	7	40820	2	1	0	13535	28	0	3	4655	0	16122	11031	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245934	1223769	20457	0
6513	-83	-2	15	40	10951	8368	856691	10	1530	2419162	7	40814	2	1	0	13534	28	0	3	4655	0	16122	10951	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245884	1223769	20457	0
6512	-83	-2	15	40	10871	8368	856565	10	1530	2419036	7	40808	2	1	0	13532	28	0	3	4655	0	16122	10871	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245834	1223769	20457	0
6511	-83	-2	15	40	10791	8368	856439	10	1530	2418910	7	40802	2	1	0	13530	28	0	3	4655	0	16122	10791	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245784	1223769	20457	0
6510	-83	-2	15	40	10711	8366	856376	10	1529	2418784	7	40799	2	1	0	13528	28	0	3	4652	0	16115	10711	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245734	1223769	20457	0
6509	-83	-2	15	40	10551	8366	856124	10	1529	2418532	7	40787	2	1	0	13524	28	0	3	4652	0	16115	10551	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245634	1223769	20457	0
6508	-83	-2	15	40	10471	8366	855998	10	1529	2418469	7	40781	2	1	0	13523	28	0	3	4652	0	16115	10471	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245584	1223769	20457	0
6507	-83	-2	15	40	10391	8366	855872	10	1529	2418343	7	40775	2	1	0	13521	28	0	3	4652	0	16115	10391	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245534	1223769	20457	0
6506	-83	-2	15	40	10311	8364	855746	10	1528	2418217	7	40769	2	1	0	13519	28	0	3	4649	0	16108	10311	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245484	1223769	20457	0
6505	-83	-2	15	40	10231	8364	855620	10	1528	2418091	7	40763	2	1	0	13517	28	0	3	4649	0	16108	10231	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245434	1223769	20457	0
6504	-83	-2	15	40	10151	8364	855494	10	1528	2417965	7	40757	2	1	0	13515	28	0	3	4649	0	16108	10151	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245384	1223769	20457	0
6503	-83	-2	15	40	10071	8364	855368	10	1528	2417839	7	40751	2	1	0	13513	28	0	3	4649	0	16108	10071	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245334	1223769	20457	0
6502	-83	-2	15	40	9991	8364	855305	10	1528	2417713	7	40748	2	1	0	13511	28	0	3	4649	0	16108	9991	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245284	1223769	20457	0
6501	-83	-2	15	40	9911	8362	855116	10	1527	2417587	7	40739	2	1	0	13509	28	0	3	4646	0	16101	9911	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245234	1223769	20457	0
6500	-83	-2	15	40	9831	8362	855053	10	1527	2417461	7	40736	2	1	0	13507	28	0	3	4646	0	16101	9831	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245184	1223769	20457	0
6499	-83	-2	15	40	9671	8362	854801	10	1527	2417272	7	40724	2	1	0	13504	28	0	3	4646	0	16101	9671	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245084	1223769	20457	0
6498	-83	-2	15	40	9591	8362	854675	10	1527	2417146	7	40718	2	1	0	13502	28	0	3	4646	0	16101	9591	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1245034	1223769	20457	0
6497	-83	-2	15	40	9511	8360	854549	10	1526	2417020	7	40712	2	1	0	13500	28	0	3	4643	0	16094	9511	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244984	1223769	20457	0
6496	-83	-2	15	40	9431	8360	854423	10	1526	2416894	7	40706	2	1	0	13498	28	0	3	4643	0	16094	9431	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244934	1223769	20457	0
6495	-83	-2	15	40	9351	8360	854360	10	1526	2416768	7	40703	2	1	0	13496	28	0	3	4643	0	16094	9351	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244884	1223769	20457	0
6494	-83	-2	15	40	9271	8360	854234	10	1526	2416642	7	40697	2	1	0	13494	28	0	3	4643	0	16094	9271	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244834	1223769	20457	0
6493	-83	-2	15	40	9191	8360	854108	10	1526	2416579	7	40691	2	1	0	13493	28	0	3	4643	0	16094	9191	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244784	1223769	20457	0
6492	-83	-2	15	40	9111	8358	853982	10	1525	2416390	7	40685	2	1	0	13490	28	0	3	4640	0	16087	9111	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244734	1223769	20457	0
6491	-83	-2	15	40	9031	8358	853856	10	1525	2416327	7	40679	2	1	0	13489	28	0	3	4640	0	16087	9031	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244684	1223769	20457	0
6490	-83	-2	15	40	8871	8358	853604	10	1525	2416075	7	40667	2	1	0	13485	28	0	3	4640	0	16087	8871	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244584	1223769	20457	0
6489	-83	-2	15	40	8791	8356	853541	10	1524	2415949	7	40664	2	1	0	13483	28	0	3	4637	0	16080	8791	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244534	1223769	20457	0
6488	-83	-2	15	40	8711	8356	853352	10	1524	2415823	7	40655	2	1	0	13481	28	0	3	4637	0	16080	8711	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244484	1223769	20457	0
6487	-83	-2	15	40	8631	8356	853289	10	1524	2415697	7	40652	2	1	0	13479	28	0	3	4637	0	16080	8631	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244434	1223769	20457	0
6486	-83	-2	15	40	8551	8356	853163	10	1524	2415634	7	40646	2	1	0	13478	28	0	3	4637	0	16080	8551	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244384	1223769	20457	0
6485	-83	-2	15	40	8471	8356	853037	10	1524	2415508	7	40640	2	1	0	13476	28	0	3	4637	0	16080	8471	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244334	1223769	20457	0
6484	-83	-2	15	40	8391	8354	852911	10	1523	2415382	7	40634	2	1	0	13474	28	0	3	4634	0	16073	8391	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244284	1223769	20457	0
6483	-83	-2	15	40	8311	8354	852785	10	1523	2415256	7	40628	2	1	0	13472	28	0	3	4634	0	16073	8311	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244234	1223769	20457	0
6482	-83	-2	15	40	8231	8354	852659	10	1523	2415130	7	40622	2	1	0	13470	28	0	3	4634	0	16073	8231	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244184	1223769	20457	0
6481	-83	-2	15	40	8151	8354	852533	10	1523	2415004	7	40616	2	1	0	13468	28	0	3	4634	0	16073	8151	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244134	1223769	20457	0
6480	-83	-2	15	40	7991	8352	852281	10	1522	2414752	7	40604	2	1	0	13464	28	0	3	4631	0	16066	7991	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1244034	1223769	20457	0
6479	-83	-2	15	40	7911	8352	852218	10	1522	2414626	7	40601	2	1	0	13462	28	0	3	4631	0	16066	7911	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243984	1223769	20457	0
6478	-83	-2	15	40	7831	8352	852092	10	1522	2414563	7	40595	2	1	0	13461	28	0	3	4631	0	16066	7831	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243934	1223769	20457	0
6477	-83	-2	15	40	7751	8352	851966	10	1522	2414437	7	40589	2	1	0	13459	28	0	3	4631	0	16066	7751	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243884	1223769	20457	0
6476	-83	-2	15	40	7671	8352	851840	10	1522	2414311	7	40583	2	1	0	13457	28	0	3	4631	0	16066	7671	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243834	1223769	20457	0
6475	-83	-2	15	40	7591	8350	851714	10	1521	2414185	7	40577	2	1	0	13455	28	0	3	4628	0	16059	7591	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243784	1223769	20457	0
6474	-83	-2	15	40	7511	8350	851588	10	1521	2414059	7	40571	2	1	0	13453	28	0	3	4628	0	16059	7511	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243734	1223769	20457	0
6473	-83	-2	15	40	7431	8350	851525	10	1521	2413933	7	40568	2	1	0	13451	28	0	3	4628	0	16059	7431	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243684	1223769	20457	0
6472	-83	-2	15	40	7351	8350	851399	10	1521	2413807	7	40562	2	1	0	13449	28	0	3	4628	0	16059	7351	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243634	1223769	20457	0
6471	-83	-2	15	40	7271	8350	851273	10	1521	2413744	7	40556	2	1	0	13448	28	0	3	4628	0	16059	7271	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243584	1223769	20457	0
6470	-83	-2	15	40	7111	8348	851021	10	1520	2413492	7	40544	2	1	0	13444	28	0	3	4625	0	16052	7111	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243484	1223769	20457	0
6469	-83	-2	15	40	7031	8348	850895	10	1520	2413366	7	40538	2	1	0	13442	28	0	3	4625	0	16052	7031	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243434	1223769	20457	0
6468	-83	-2	15	40	6951	8348	850769	10	1520	2413240	7	40532	2	1	0	13440	28	0	3	4625	0	16052	6951	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243384	1223769	20457	0
6467	-83	-2	15	40	6871	8346	850706	10	1519	2413114	7	40529	2	1	0	13438	28	0	3	4622	0	16045	6871	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243334	1223769	20457	0
6466	-83	-2	15	40	6791	8346	850517	10	1519	2412988	7	40520	2	1	0	13436	28	0	3	4622	0	16045	6791	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243284	1223769	20457	0
6465	-83	-2	15	40	6711	8346	850454	10	1519	2412862	7	40517	2	1	0	13434	28	0	3	4622	0	16045	6711	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243234	1223769	20457	0
6464	-83	-2	15	40	6631	8346	850328	10	1519	2412799	7	40511	2	1	0	13433	28	0	3	4622	0	16045	6631	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243184	1223769	20457	0
6463	-83	-2	15	40	6551	8346	850202	10	1519	2412673	7	40505	2	1	0	13431	28	0	3	4622	0	16045	6551	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243134	1223769	20457	0
6462	-83	-2	15	40	6471	8344	850076	10	1518	2412547	7	40499	2	1	0	13429	28	0	3	4619	0	16038	6471	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243084	1223769	20457	0
6461	-83	-2	15	40	6391	8344	849950	10	1518	2412421	7	40493	2	1	0	13427	28	0	3	4619	0	16038	6391	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1243034	1223769	20457	0
6460	-83	-2	15	40	6231	8344	849698	10	1518	2412169	7	40481	2	1	0	13423	28	0	3	4619	0	16038	6231	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242934	1223769	20457	0
6459	-83	-2	15	40	6151	8344	849635	10	1518	2412043	7	40478	2	1	0	13421	28	0	3	4619	0	16038	6151	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242884	1223769	20457	0
6458	-83	-2	15	40	6071	8342	849446	10	1517	2411917	7	40469	2	1	0	13419	28	0	3	4616	0	16031	6071	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242834	1223769	20457	0
6457	-83	-2	15	40	5991	8342	849383	10	1517	2411791	7	40466	2	1	0	13417	28	0	3	4616	0	16031	5991	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242784	1223769	20457	0
6456	-83	-2	15	40	5911	8342	849257	10	1517	2411728	7	40460	2	1	0	13416	28	0	3	4616	0	16031	5911	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242734	1223769	20457	0
6455	-83	-2	15	40	5831	8342	849131	10	1517	2411602	7	40454	2	1	0	13414	28	0	3	4616	0	16031	5831	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242684	1223769	20457	0
6454	-83	-2	15	40	5751	8342	849005	10	1517	2411476	7	40448	2	1	0	13412	28	0	3	4616	0	16031	5751	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242634	1223769	20457	0
6453	-83	-2	15	40	5671	8340	848879	10	1516	2411350	7	40442	2	1	0	13410	28	0	3	4613	0	16024	5671	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242584	1223769	20457	0
6452	-83	-2	15	40	5591	8340	848753	10	1516	2411224	7	40436	2	1	0	13408	28	0	3	4613	0	16024	5591	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242534	1223769	20457	0
6451	-83	-2	15	40	5511	8340	848690	10	1516	2411098	7	40433	2	1	0	13406	28	0	3	4613	0	16024	5511	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242484	1223769	20457	0
6450	-83	-2	15	40	5350	8340	848438	10	1516	2410909	7	40421	2	1	0	13403	28	0	3	4613	0	16024	5350	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242383	1223769	20457	0
6449	-83	-2	15	40	5271	8338	848312	10	1515	2410720	7	40415	2	1	0	13400	28	0	3	4610	0	16017	5271	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242334	1223769	20457	0
6448	-83	-2	15	40	5191	8338	848186	10	1515	2410657	7	40409	2	1	0	13399	28	0	3	4610	0	16017	5191	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242284	1223769	20457	0
6447	-83	-2	15	40	5111	8338	848060	10	1515	2410531	7	40403	2	1	0	13397	28	0	3	4610	0	16017	5111	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242234	1223769	20457	0
6446	-83	-2	15	40	5031	8338	847934	10	1515	2410405	7	40397	2	1	0	13395	28	0	3	4610	0	16017	5031	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242184	1223769	20457	0
6445	-83	-2	15	40	4951	8336	847871	10	1514	2410279	7	40394	2	1	0	13393	28	0	3	4607	0	16010	4951	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242134	1223769	20457	0
6444	-83	-2	15	40	4871	8336	847682	10	1514	2410153	7	40385	2	1	0	13391	28	0	3	4607	0	16010	4871	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242084	1223769	20457	0
6443	-83	-2	15	40	4791	8336	847619	10	1514	2410027	7	40382	2	1	0	13389	28	0	3	4607	0	16010	4791	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1242034	1223769	20457	0
6442	-83	-2	15	40	4711	8336	847493	10	1514	2409964	7	40376	2	1	0	13388	28	0	3	4607	0	16010	4711	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241984	1223769	20457	0
6441	-83	-2	15	40	4631	8336	847367	10	1514	2409838	7	40370	2	1	0	13386	28	0	3	4607	0	16010	4631	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241934	1223769	20457	0
6440	-83	-2	15	40	4471	8334	847115	10	1513	2409586	7	40358	2	1	0	13382	28	0	3	4604	0	16003	4471	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241834	1223769	20457	0
6439	-83	-2	15	40	4391	8334	846989	10	1513	2409460	7	40352	2	1	0	13380	28	0	3	4604	0	16003	4391	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241784	1223769	20457	0
6438	-83	-2	15	40	4311	8334	846863	10	1513	2409334	7	40346	2	1	0	13378	28	0	3	4604	0	16003	4311	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241734	1223769	20457	0
6437	-83	-2	15	40	4231	8334	846800	10	1513	2409208	7	40343	2	1	0	13376	28	0	3	4604	0	16003	4231	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241684	1223769	20457	0
6436	-83	-2	15	40	4151	8332	846611	10	1512	2409082	7	40334	2	1	0	13374	28	0	3	4601	0	15996	4151	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241634	1223769	20457	0
6435	-83	-2	15	40	4071	8332	846548	10	1512	2408956	7	40331	2	1	0	13372	28	0	3	4601	0	15996	4071	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241584	1223769	20457	0
6434	-83	-2	15	40	3991	8332	846422	10	1512	2408893	7	40325	2	1	0	13371	28	0	3	4601	0	15996	3991	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241534	1223769	20457	0
6433	-83	-2	15	40	3911	8332	846296	10	1512	2408767	7	40319	2	1	0	13369	28	0	3	4601	0	15996	3911	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241484	1223769	20457	0
6432	-83	-2	15	40	3831	8332	846170	10	1512	2408641	7	40313	2	1	0	13367	28	0	3	4601	0	15996	3831	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241434	1223769	20457	0
6431	-83	-2	15	40	3751	8330	846044	10	1511	2408515	7	40307	2	1	0	13365	28	0	3	4598	0	15989	3751	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241384	1223769	20457	0
6430	-83	-2	15	40	3591	8330	845855	10	1511	2408263	7	40298	2	1	0	13361	28	0	3	4598	0	15989	3591	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241284	1223769	20457	0
6429	-83	-2	15	40	3511	8330	845729	10	1511	2408137	7	40292	2	1	0	13359	28	0	3	4598	0	15989	3511	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241234	1223769	20457	0
6428	-83	-2	15	40	3431	8330	845603	10	1511	2408074	7	40286	2	1	0	13358	28	0	3	4598	0	15989	3431	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241184	1223769	20457	0
6427	-83	-2	15	40	3351	8328	845477	10	1510	2407885	7	40280	2	1	0	13355	28	0	3	4595	0	15982	3351	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241134	1223769	20457	0
6426	-83	-2	15	40	3271	8328	845351	10	1510	2407822	7	40274	2	1	0	13354	28	0	3	4595	0	15982	3271	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241084	1223769	20457	0
6425	-83	-2	15	40	3191	8328	845225	10	1510	2407696	7	40268	2	1	0	13352	28	0	3	4595	0	15982	3191	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1241034	1223769	20457	0
6424	-83	-2	15	40	3111	8328	845099	10	1510	2407570	7	40262	2	1	0	13350	28	0	3	4595	0	15982	3111	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240984	1223769	20457	0
6423	-83	-2	15	40	3031	8326	845036	10	1509	2407444	7	40259	2	1	0	13348	28	0	3	4592	0	15975	3031	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240934	1223769	20457	0
6422	-83	-2	15	40	2951	8326	844847	10	1509	2407318	7	40250	2	1	0	13346	28	0	3	4592	0	15975	2951	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240884	1223769	20457	0
6421	-83	-2	15	40	2871	8326	844784	10	1509	2407192	7	40247	2	1	0	13344	28	0	3	4592	0	15975	2871	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240834	1223769	20457	0
6420	-83	-2	15	40	2711	8326	844532	10	1509	2407003	7	40235	2	1	0	13341	28	0	3	4592	0	15975	2711	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240734	1223769	20457	0
6419	-83	-2	15	40	2631	8324	844406	10	1508	2406877	7	40229	2	1	0	13339	28	0	3	4589	0	15968	2631	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240684	1223769	20457	0
6418	-83	-2	15	40	2551	8324	844280	10	1508	2406751	7	40223	2	1	0	13337	28	0	3	4589	0	15968	2551	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240634	1223769	20457	0
6417	-83	-2	15	40	2471	8324	844154	10	1508	2406625	7	40217	2	1	0	13335	28	0	3	4589	0	15968	2471	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240584	1223769	20457	0
6416	-83	-2	15	40	2391	8324	844028	10	1508	2406499	7	40211	2	1	0	13333	28	0	3	4589	0	15968	2391	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240534	1223769	20457	0
6415	-83	-2	15	40	2311	8324	843965	10	1508	2406373	7	40208	2	1	0	13331	28	0	3	4589	0	15968	2311	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240484	1223769	20457	0
6414	-83	-2	15	40	2231	8322	843776	10	1507	2406247	7	40199	2	1	0	13329	28	0	3	4586	0	15961	2231	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240434	1223769	20457	0
6413	-83	-2	15	40	2151	8322	843713	10	1507	2406121	7	40196	2	1	0	13327	28	0	3	4586	0	15961	2151	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240384	1223769	20457	0
6412	-83	-2	15	40	2071	8322	843587	10	1507	2406058	7	40190	2	1	0	13326	28	0	3	4586	0	15961	2071	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240334	1223769	20457	0
6411	-83	-2	15	40	1991	8322	843461	10	1507	2405932	7	40184	2	1	0	13324	28	0	3	4586	0	15961	1991	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240284	1223769	20457	0
6410	-83	-2	15	40	1831	8320	843209	10	1506	2405680	7	40172	2	1	0	13320	28	0	3	4583	0	15954	1831	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240184	1223769	20457	0
6409	-83	-2	15	40	1751	8320	843083	10	1506	2405554	7	40166	2	1	0	13318	28	0	3	4583	0	15954	1751	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240134	1223769	20457	0
6408	-83	-2	15	40	1671	8320	843020	10	1506	2405428	7	40163	2	1	0	13316	28	0	3	4583	0	15954	1671	1063	0	0	0	0	151	0	13	25609	1226166	64624	71	0	0	1240084	1223769	20457	0
