,date_index,rsrp,rsrq,wbcqi
1062,5470,-83,-2,15
1063,5469,-83,-2,15
1064,5468,-83,-2,15
1065,5467,-83,-2,15
1066,5466,-83,-2,15
1067,5465,-83,-2,15
1068,5464,-83,-2,15
1069,5463,-83,-2,15
1070,5462,-83,-2,15
1071,5461,-83,-2,15
1072,5460,-83,-2,15
1073,5459,-83,-2,15
1074,5458,-83,-2,15
1075,5457,-83,-2,15
1076,5456,-83,-2,15
1077,5455,-83,-2,15
1078,5454,-83,-2,15
1079,5453,-83,-2,15
1080,5452,-83,-2,15
1081,5451,-83,-2,15
1082,5450,-83,-2,15
1083,5449,-83,-2,15
1084,5448,-83,-2,15
1085,5447,-83,-2,15
1086,5446,-83,-2,15
1087,5445,-83,-2,15
1088,5444,-83,-2,15
1089,5443,-83,-2,15
1090,5442,-83,-2,15
1091,5441,-83,-2,15
1092,5440,-83,-2,15
1093,5439,-83,-2,15
1094,5438,-83,-2,15
1095,5437,-83,-2,15
1096,5436,-83,-2,15
1097,5435,-83,-2,15
1098,5434,-83,-2,15
1099,5433,-83,-2,15
1100,5432,-83,-2,15
1101,5431,-83,-2,15
1102,5430,-83,-2,15
1103,5429,-83,-2,15
1104,5428,-83,-2,15
1105,5427,-83,-2,15
1106,5426,-83,-2,15
1107,5425,-83,-2,15
1108,5424,-83,-2,15
1109,5423,-83,-2,15
1110,5422,-83,-2,15
1111,5421,-83,-2,15
1112,5420,-83,-2,15
1113,5419,-83,-2,15
1114,5418,-83,-2,15
1115,5417,-83,-2,15
1116,5416,-83,-2,15
1117,5415,-83,-2,15
1118,5414,-83,-2,15
1119,5413,-83,-2,15
1120,5412,-83,-2,15
1121,5411,-83,-2,15
1122,5410,-83,-2,15
1123,5409,-83,-2,15
1124,5408,-83,-2,15
1125,5407,-83,-2,15
1126,5406,-83,-2,15
1127,5405,-83,-2,15
1128,5404,-83,-2,15
1129,5403,-83,-2,15
1130,5402,-83,-2,15
1131,5401,-83,-2,15
1132,5400,-83,-2,15
1133,5399,-83,-2,15
1134,5398,-83,-2,15
1135,5397,-83,-2,15
1136,5396,-83,-2,15
1137,5395,-83,-2,15
1138,5394,-83,-2,15
1139,5393,-83,-2,15
1140,5392,-83,-2,15
1141,5391,-83,-2,15
1142,5390,-83,-2,15
1143,5389,-83,-2,15
1144,5388,-83,-2,15
1145,5387,-83,-2,15
1146,5386,-83,-2,15
1147,5385,-83,-2,15
1148,5384,-83,-2,15
1149,5383,-83,-2,15
1150,5382,-83,-2,15
1151,5381,-83,-2,15
1152,5380,-83,-2,15
1153,5379,-83,-2,15
1154,5378,-83,-2,15
1155,5377,-83,-2,15
1156,5376,-83,-2,15
1157,5375,-83,-2,15
1158,5374,-83,-2,15
1159,5373,-83,-2,15
1160,5372,-83,-2,15
1161,5371,-83,-2,15
1162,5370,-83,-2,15
1163,5369,-83,-2,15
1164,5368,-83,-2,15
1165,5367,-83,-2,15
1166,5366,-83,-2,15
1167,5365,-83,-2,15
1168,5364,-83,-2,15
1169,5363,-83,-2,15
1170,5362,-83,-2,15
1171,5361,-83,-2,15
1172,5360,-83,-2,15
1173,5359,-83,-2,15
1174,5358,-83,-2,15
1175,5357,-83,-2,15
1176,5356,-83,-2,15
1177,5355,-83,-2,15
1178,5354,-83,-2,15
1179,5353,-83,-2,15
1180,5352,-83,-2,15
1181,5351,-83,-2,15
1182,5350,-83,-2,15
1183,5349,-83,-2,15
1184,5348,-83,-2,15
1185,5347,-83,-2,15
1186,5346,-83,-2,15
1187,5345,-83,-2,15
1188,5344,-83,-2,15
1189,5343,-83,-2,15
1190,5342,-83,-2,15
1191,5341,-83,-2,15
1192,5340,-83,-2,15
1193,5339,-83,-2,15
1194,5338,-83,-2,15
1195,5337,-83,-2,15
1196,5336,-83,-2,15
1197,5335,-83,-2,15
1198,5334,-83,-2,15
1199,5333,-82,-2,15
1200,5332,-82,-2,15
1201,5331,-82,-2,15
1202,5330,-82,-2,15
1203,5329,-83,-2,15
1204,5328,-83,-2,15
1205,5327,-83,-2,15
1206,5326,-83,-2,15
1207,5325,-83,-2,15
1208,5324,-83,-2,15
1209,5323,-83,-2,15
1210,5322,-83,-2,15
1211,5321,-83,-2,15
1212,5320,-83,-2,15
1213,5319,-83,-2,15
1214,5318,-83,-2,15
1215,5317,-83,-2,15
1216,5316,-83,-2,15
1217,5315,-83,-2,15
1218,5314,-83,-2,15
1219,5313,-83,-2,15
1220,5312,-83,-2,15
1221,5311,-83,-2,15
1222,5310,-83,-2,15
1223,5309,-83,-2,15
1224,5308,-83,-2,15
1225,5307,-83,-2,15
1226,5306,-83,-2,15
1227,5305,-83,-2,15
1228,5304,-83,-2,15
1229,5303,-83,-2,15
1230,5302,-83,-2,15
1231,5301,-83,-2,15
1232,5300,-83,-2,15
1233,5299,-83,-2,15
1234,5298,-83,-2,15
1235,5297,-83,-2,15
1236,5296,-83,-2,15
1237,5295,-83,-2,15
1238,5294,-83,-2,15
1239,5293,-83,-2,15
1240,5292,-83,-2,15
1241,5291,-83,-2,15
1242,5290,-84,-2,15
1243,5289,-84,-2,15
1244,5288,-84,-2,15
1245,5287,-84,-2,15
1246,5286,-84,-2,15
1247,5285,-86,-2,15
1248,5284,-86,-2,15
1249,5283,-86,-2,15
1250,5282,-86,-2,15
1251,5281,-88,-2,15
1252,5280,-88,-2,15
1253,5279,-88,-2,15
1254,5278,-88,-2,15
1255,5277,-88,-2,15
1256,5276,-92,-2,15
1257,5275,-92,-2,15
1258,5274,-92,-2,15
1259,5273,-92,-2,15
1260,5272,-92,-2,15
1261,5271,-89,-2,15
1262,5270,-89,-2,15
1263,5269,-89,-2,15
1264,5268,-88,-2,15
1265,5267,-88,-2,15
1266,5266,-88,-2,15
1267,5265,-88,-2,15
1268,5264,-88,-2,15
1269,5263,-90,-2,15
1270,5262,-90,-2,15
1271,5261,-90,-2,15
1272,5260,-90,-2,15
1273,5259,-91,-2,15
1274,5258,-91,-2,15
1275,5257,-91,-2,15
1276,5256,-91,-2,15
1277,5255,-91,-2,15
1278,5254,-92,-2,15
1279,5253,-92,-2,15
1280,5252,-92,-2,15
1281,5251,-92,-2,15
1282,5250,-92,-2,15
1283,5249,-92,-2,15
1284,5248,-92,-2,15
1285,5247,-92,-2,15
1286,5246,-91,-2,15
1287,5245,-91,-2,15
1288,5244,-91,-2,15
1289,5243,-91,-2,15
1290,5242,-91,-2,15
1291,5241,-91,-2,15
1292,5240,-91,-2,15
1293,5239,-91,-2,15
1294,5238,-91,-2,15
1295,5237,-94,-2,15
1296,5236,-94,-2,15
1297,5235,-94,-2,15
1298,5234,-94,-2,15
1299,5233,-94,-2,15
1300,5232,-96,-2,15
1301,5231,-96,-2,15
1302,5230,-96,-2,15
1303,5229,-96,-2,15
1304,5228,-96,-2,15
1305,5227,-96,-2,15
1306,5226,-96,-2,15
1307,5225,-96,-2,15
1308,5224,-95,-2,15
1309,5223,-95,-2,15
1310,5222,-95,-2,15
1311,5221,-95,-2,15
1312,5220,-98,-2,15
1313,5219,-98,-2,15
1314,5218,-98,-2,15
1315,5217,-98,-2,15
1316,5216,-98,-2,15
1317,5215,-99,-2,15
1318,5214,-99,-2,15
1319,5213,-99,-2,15
1320,5212,-99,-2,15
1321,5211,-99,-2,15
1322,5210,-99,-2,15
1323,5209,-99,-2,15
1324,5208,-99,-2,15
1325,5207,-100,-2,15
1326,5206,-100,-2,15
1327,5205,-100,-2,15
1328,5204,-100,-2,15
1329,5203,-100,-2,15
1330,5202,-99,-2,15
1331,5201,-99,-2,15
1332,5200,-99,-2,15
1333,5199,-99,-2,15
1334,5198,-100,-2,15
1335,5197,-100,-2,15
1336,5196,-100,-2,15
1337,5195,-100,-2,15
1338,5194,-100,-2,15
1339,5193,-100,-2,15
1340,5192,-100,-2,15
1341,5191,-100,-2,15
1342,5190,-100,-2,15
1343,5189,-97,-2,15
1344,5188,-97,-2,15
1345,5187,-97,-2,15
1346,5186,-97,-2,14
1347,5185,-97,-2,15
1348,5184,-98,-2,15
1349,5183,-98,-2,15
1350,5182,-98,-2,15
1351,5181,-100,-2,15
1352,5180,-100,-2,15
1353,5179,-100,-2,15
1354,5178,-100,-2,15
1355,5177,-100,-2,15
1356,5176,-98,-2,15
1357,5175,-98,-2,15
1358,5174,-98,-2,15
1359,5173,-98,-2,15
1360,5172,-100,-2,15
1361,5171,-100,-2,15
1362,5170,-100,-2,15
1363,5169,-100,-2,15
1364,5168,-100,-2,15
1365,5167,-103,-3,15
1366,5166,-103,-3,15
1367,5165,-103,-3,15
1368,5164,-103,-3,15
1369,5163,-103,-3,15
1370,5162,-104,-3,15
1371,5161,-104,-3,15
1372,5160,-104,-3,15
1373,5159,-100,-2,15
1374,5158,-100,-2,14
1375,5157,-100,-2,12
1376,5156,-100,-2,12
1377,5155,-100,-2,11
1378,5154,-99,-2,13
1379,5153,-99,-2,14
1380,5152,-99,-2,15
1381,5151,-99,-2,15
1382,5150,-98,-3,15
1383,5149,-98,-3,15
1384,5148,-98,-3,15
1385,5147,-98,-3,15
1386,5146,-98,-3,15
1387,5145,-102,-3,15
1388,5144,-102,-3,15
1389,5143,-102,-3,15
1390,5142,-102,-3,15
1391,5141,-103,-2,15
1392,5140,-103,-2,15
1393,5139,-103,-2,12
1394,5138,-103,-2,10
1395,5137,-104,-3,12
1396,5136,-104,-3,15
1397,5135,-104,-3,15
1398,5134,-104,-3,15
1399,5133,-101,-2,15
1400,5132,-101,-2,13
1401,5131,-101,-2,12
1402,5130,-101,-2,13
1403,5129,-101,-2,14
1404,5128,-96,-2,15
1405,5127,-96,-2,15
1406,5126,-96,-2,15
1407,5125,-96,-2,15
1408,5124,-96,-2,15
1409,5123,-100,-2,15
1410,5122,-100,-2,15
1411,5121,-100,-2,15
1412,5120,-100,-2,15
1413,5119,-101,-2,15
1414,5118,-101,-2,15
1415,5117,-101,-2,15
1416,5116,-101,-2,15
1417,5115,-99,-2,15
1418,5114,-99,-2,15
1419,5113,-99,-2,15
1420,5112,-99,-2,15
1421,5111,-102,-2,15
1422,5110,-102,-2,15
1423,5109,-102,-2,15
1424,5108,-102,-2,15
1425,5107,-102,-2,15
1426,5106,-104,-3,15
1427,5105,-104,-3,15
1428,5104,-104,-3,13
1429,5103,-104,-3,12
1430,5102,-100,-2,12
1431,5101,-100,-2,12
1432,5100,-100,-2,13
1433,5099,-100,-2,15
1434,5098,-100,-2,15
1435,5097,-101,-2,15
1436,5096,-101,-2,15
1437,5095,-101,-2,15
1438,5094,-101,-2,15
1439,5093,-103,-2,15
1440,5092,-103,-2,15
1441,5091,-103,-2,15
1442,5090,-103,-2,13
1443,5089,-100,-2,13
1444,5088,-100,-2,13
1445,5087,-100,-2,15
1446,5086,-100,-2,15
1447,5085,-100,-2,15
1448,5084,-99,-3,15
1449,5083,-99,-3,15
1450,5082,-99,-3,15
1451,5081,-99,-3,15
1452,5080,-100,-2,15
1453,5079,-100,-2,15
1454,5078,-100,-2,15
1455,5077,-100,-2,15
1456,5076,-100,-2,15
1457,5075,-100,-3,15
1458,5074,-100,-3,15
1459,5073,-100,-3,15
1460,5072,-102,-2,15
1461,5071,-102,-2,15
1462,5070,-102,-2,15
1463,5069,-102,-2,15
1464,5068,-102,-2,15
1465,5067,-103,-3,15
1466,5066,-103,-3,15
1467,5065,-103,-3,15
1468,5064,-103,-3,15
1469,5063,-99,-2,13
1470,5062,-99,-2,13
1471,5061,-99,-2,12
1472,5060,-99,-2,13
1473,5059,-99,-2,15
1474,5058,-97,-2,15
1475,5057,-97,-2,15
1476,5056,-97,-2,15
1477,5055,-97,-2,15
1478,5054,-97,-2,15
1479,5053,-101,-3,15
1480,5052,-101,-3,15
1481,5051,-101,-3,15
1482,5050,-105,-3,15
1483,5049,-105,-3,15
1484,5048,-105,-3,15
1485,5047,-105,-3,15
1486,5046,-105,-3,15
1487,5045,-103,-2,15
1488,5044,-103,-2,13
1489,5043,-103,-2,13
1490,5042,-103,-2,12
1491,5041,-100,-2,14
1492,5040,-100,-2,15
1493,5039,-100,-2,15
1494,5038,-100,-2,15
1495,5037,-100,-2,15
1496,5036,-100,-2,15
1497,5035,-100,-2,15
1498,5034,-100,-2,15
1499,5033,-100,-2,15
1500,5032,-97,-2,15
1501,5031,-97,-2,15
1502,5030,-97,-2,15
1503,5029,-97,-2,15
1504,5028,-98,-2,15
1505,5027,-98,-2,15
1506,5026,-98,-2,15
1507,5025,-98,-2,15
1508,5024,-97,-2,15
1509,5023,-97,-2,15
1510,5022,-97,-2,15
1511,5021,-97,-2,15
1512,5020,-97,-2,15
1513,5019,-97,-2,15
1514,5018,-97,-2,15
1515,5017,-97,-2,15
1516,5016,-97,-2,15
1517,5015,-97,-2,15
1518,5014,-100,-3,15
1519,5013,-100,-3,15
1520,5012,-100,-3,15
1521,5011,-100,-3,15
1522,5010,-105,-4,15
1523,5009,-105,-4,15
1524,5008,-105,-4,15
1525,5007,-105,-4,15
1526,5006,-103,-3,14
1527,5005,-103,-3,13
1528,5004,-103,-3,12
1529,5003,-103,-3,13
1530,5002,-105,-3,13
1531,5001,-105,-3,15
1532,5000,-105,-3,15
1533,4999,-105,-3,15
1534,4998,-105,-3,14
1535,4997,-102,-3,13
1536,4996,-102,-3,13
1537,4995,-102,-3,13
1538,4994,-102,-3,15
1539,4993,-100,-3,15
1540,4992,-100,-3,15
1541,4991,-100,-3,15
1542,4990,-100,-3,15
1543,4989,-100,-3,15
1544,4988,-99,-3,15
1545,4987,-99,-3,15
1546,4986,-99,-3,15
1547,4985,-99,-3,15
1548,4984,-104,-3,15
1549,4983,-104,-3,15
1550,4982,-104,-3,15
1551,4981,-104,-3,15
1552,4980,-103,-3,15
1553,4979,-103,-3,15
1554,4978,-103,-3,14
1555,4977,-103,-3,12
1556,4976,-103,-3,12
1557,4975,-102,-2,12
1558,4974,-102,-2,15
1559,4973,-102,-2,15
1560,4972,-102,-2,15
1561,4971,-101,-3,15
1562,4970,-101,-3,15
1563,4969,-101,-3,15
1564,4968,-101,-3,15
1565,4967,-101,-3,15
1566,4966,-102,-2,15
1567,4965,-102,-2,15
1568,4964,-102,-2,15
1569,4963,-100,-2,15
1570,4962,-100,-2,15
1571,4961,-100,-2,15
1572,4960,-100,-2,15
1573,4959,-100,-2,15
1574,4958,-99,-2,15
1575,4957,-99,-2,15
1576,4956,-99,-2,15
1577,4955,-99,-2,15
1578,4954,-99,-2,15
1579,4953,-99,-2,15
1580,4952,-99,-2,15
1581,4951,-99,-2,15
1582,4950,-99,-2,15
1583,4949,-99,-2,15
1584,4948,-99,-2,15
1585,4947,-99,-2,15
1586,4946,-99,-2,15
1587,4945,-99,-2,15
1588,4944,-99,-2,15
1589,4943,-99,-2,15
1590,4942,-99,-2,15
1591,4941,-97,-2,15
1592,4940,-97,-2,15
1593,4939,-97,-2,15
1594,4938,-97,-2,15
1595,4937,-97,-2,15
1596,4936,-98,-2,15
1597,4935,-98,-2,15
1598,4934,-98,-2,15
1599,4933,-98,-2,15
1600,4932,-98,-3,15
1601,4931,-98,-3,15
1602,4930,-98,-3,15
1603,4929,-98,-3,15
1604,4928,-98,-3,15
1605,4927,-103,-3,15
1606,4926,-103,-3,15
1607,4925,-103,-3,15
1608,4924,-103,-3,15
1609,4923,-106,-3,15
1610,4922,-106,-3,15
1611,4921,-106,-3,14
1612,4920,-106,-3,13
1613,4919,-104,-3,12
1614,4918,-104,-3,12
1615,4917,-104,-3,13
1616,4916,-104,-3,15
1617,4915,-104,-3,15
1618,4914,-106,-5,15
1619,4913,-106,-5,15
1620,4912,-106,-5,14
1621,4911,-106,-5,13
1622,4910,-109,-5,13
1623,4909,-109,-5,13
1624,4908,-109,-5,13
1625,4907,-109,-5,12
1626,4906,-109,-5,11
1627,4905,-105,-2,9
1628,4904,-105,-2,12
1629,4903,-105,-2,12
1630,4902,-105,-2,12
1631,4901,-102,-2,13
1632,4900,-102,-2,15
1633,4899,-102,-2,15
1634,4898,-102,-2,15
1635,4897,-103,-2,15
1636,4896,-103,-2,15
1637,4895,-103,-2,15
1638,4894,-103,-2,15
1639,4893,-104,-2,15
1640,4892,-104,-2,15
1641,4891,-104,-2,15
1642,4890,-104,-2,15
1643,4889,-104,-2,15
1644,4888,-105,-3,15
1645,4887,-105,-3,15
1646,4886,-105,-3,15
1647,4885,-105,-3,15
1648,4884,-103,-3,13
1649,4883,-103,-3,13
1650,4882,-103,-3,15
1651,4881,-103,-3,15
1652,4880,-103,-3,15
1653,4879,-98,-2,13
1654,4878,-98,-2,13
1655,4877,-98,-2,14
1656,4876,-98,-2,15
1657,4875,-100,-2,15
1658,4874,-100,-2,15
1659,4873,-100,-2,15
1660,4872,-100,-2,15
1661,4871,-107,-3,15
1662,4870,-107,-3,15
1663,4869,-107,-3,15
1664,4868,-107,-3,15
1665,4867,-107,-3,15
1666,4866,-106,-3,13
1667,4865,-106,-3,12
1668,4864,-106,-3,12
1669,4863,-106,-3,11
1670,4862,-102,-2,12
1671,4861,-102,-2,12
1672,4860,-102,-2,12
1673,4859,-102,-2,12
1674,4858,-102,-2,13
1675,4857,-100,-3,15
1676,4856,-100,-3,15
1677,4855,-100,-3,15
1678,4854,-103,-5,15
1679,4853,-103,-5,15
1680,4852,-103,-5,15
1681,4851,-103,-5,15
1682,4850,-103,-5,15
1683,4849,-107,-3,15
1684,4848,-107,-3,15
1685,4847,-107,-3,15
1686,4846,-107,-3,13
1687,4845,-104,-3,13
1688,4844,-104,-3,13
1689,4843,-104,-3,13
1690,4842,-104,-3,12
1691,4841,-104,-3,12
1692,4840,-101,-3,13
1693,4839,-101,-3,14
1694,4838,-101,-3,15
1695,4837,-101,-3,15
1696,4836,-101,-3,15
1697,4835,-101,-3,15
1698,4834,-101,-3,15
1699,4833,-101,-3,15
1700,4832,-97,-2,15
1701,4831,-97,-2,14
1702,4830,-97,-2,13
1703,4829,-97,-2,15
1704,4828,-97,-2,15
1705,4827,-99,-3,15
1706,4826,-99,-3,15
1707,4825,-99,-3,15
1708,4824,-99,-3,15
1709,4823,-101,-5,15
1710,4822,-101,-5,15
1711,4821,-101,-5,15
1712,4820,-101,-5,15
1713,4819,-101,-5,15
1714,4818,-102,-5,15
1715,4817,-102,-5,15
1716,4816,-102,-5,15
1717,4815,-102,-5,15
1718,4814,-104,-3,15
1719,4813,-104,-3,15
1720,4812,-104,-3,15
1721,4811,-104,-3,15
1722,4810,-105,-5,15
1723,4809,-105,-5,15
1724,4808,-105,-5,15
1725,4807,-105,-5,12
1726,4806,-105,-5,12
1727,4805,-105,-5,13
1728,4804,-105,-5,11
1729,4803,-101,-3,12
1730,4802,-101,-3,0
1731,4801,-101,-3,13
1732,4800,-101,-3,11
1733,4799,-101,-3,12
1734,4798,-101,-3,15
1735,4797,-101,-3,15
1736,4796,-104,-4,15
1737,4795,-104,-4,15
1738,4794,-104,-4,15
1739,4793,-104,-4,15
1740,4792,-103,-4,14
1741,4791,-103,-4,14
1742,4790,-103,-4,13
1743,4789,-103,-4,13
1744,4788,-106,-3,15
1745,4787,-106,-3,15
1746,4786,-106,-3,15
1747,4785,-106,-3,12
1748,4784,-110,-5,13
1749,4783,-110,-5,15
1750,4782,-110,-5,15
1751,4781,-110,-5,15
1752,4780,-110,-5,13
1753,4779,-110,-4,11
1754,4778,-110,-4,11
1755,4777,-110,-4,11
1756,4776,-110,-4,9
1757,4775,-104,-3,9
1758,4774,-104,-3,10
1759,4773,-104,-3,11
1760,4772,-104,-3,12
1761,4771,-104,-3,13
1762,4770,-103,-3,13
1763,4769,-103,-3,14
1764,4768,-103,-3,15
1765,4767,-103,-3,15
1766,4766,-101,-3,15
1767,4765,-101,-3,15
1768,4764,-101,-3,15
1769,4763,-101,-3,15
1770,4762,-101,-3,15
1771,4761,-101,-3,15
1772,4760,-101,-3,15
1773,4759,-101,-3,15
1774,4758,-101,-3,15
1775,4757,-104,-3,15
1776,4756,-104,-3,15
1777,4755,-104,-3,15
1778,4754,-104,-3,15
1779,4753,-104,-3,13
1780,4752,-104,-3,13
1781,4751,-104,-3,15
1782,4750,-104,-3,14
1783,4749,-104,-3,14
1784,4748,-103,-4,13
1785,4747,-103,-4,13
1786,4746,-103,-4,14
1787,4745,-106,-3,15
1788,4744,-106,-3,15
1789,4743,-106,-3,15
1790,4742,-106,-3,13
1791,4741,-106,-3,13
1792,4740,-103,-2,12
1793,4739,-103,-2,13
1794,4738,-103,-2,13
1795,4737,-103,-2,14
1796,4736,-103,-2,15
1797,4735,-103,-2,15
1798,4734,-103,-2,15
1799,4733,-103,-2,15
1800,4732,-103,-2,15
1801,4731,-104,-2,15
1802,4730,-104,-2,15
1803,4729,-104,-2,15
1804,4728,-104,-2,15
1805,4727,-104,-2,15
1806,4726,-106,-3,15
1807,4725,-106,-3,15
1808,4724,-106,-3,15
1809,4723,-104,-3,14
1810,4722,-104,-3,13
1811,4721,-104,-3,12
1812,4720,-104,-3,12
1813,4719,-104,-3,12
1814,4718,-107,-3,13
1815,4717,-107,-3,15
1816,4716,-107,-3,15
1817,4715,-107,-3,15
1818,4714,-110,-5,15
1819,4713,-110,-5,14
1820,4712,-110,-5,14
1821,4711,-110,-5,13
1822,4710,-110,-5,12
1823,4709,-109,-4,10
1824,4708,-109,-4,10
1825,4707,-109,-4,12
1826,4706,-109,-4,12
1827,4705,-110,-3,11
1828,4704,-110,-3,11
1829,4703,-110,-3,12
1830,4702,-110,-3,11
1831,4701,-108,-3,11
1832,4700,-108,-3,12
1833,4699,-108,-3,12
1834,4698,-108,-3,12
1835,4697,-108,-3,13
1836,4696,-108,-5,13
1837,4695,-108,-5,13
1838,4694,-108,-5,12
1839,4693,-108,-5,11
1840,4692,-105,-3,11
1841,4691,-105,-3,11
1842,4690,-105,-3,11
1843,4689,-105,-3,12
1844,4688,-105,-3,13
1845,4687,-105,-3,13
1846,4686,-105,-3,13
1847,4685,-101,-3,13
1848,4684,-101,-3,13
1849,4683,-101,-3,12
1850,4682,-101,-3,12
1851,4681,-101,-3,15
1852,4680,-101,-3,15
1853,4679,-102,-3,15
1854,4678,-102,-3,15
1855,4677,-102,-3,15
1856,4676,-102,-3,15
1857,4675,-104,-3,15
1858,4674,-104,-3,15
1859,4673,-104,-3,15
1860,4672,-104,-3,13
1861,4671,-104,-3,14
1862,4670,-106,-3,13
1863,4669,-106,-3,13
1864,4668,-106,-3,13
1865,4667,-106,-3,13
1866,4666,-105,-3,13
1867,4665,-105,-3,13
1868,4664,-105,-3,14
1869,4663,-105,-3,14
1870,4662,-105,-3,15
1871,4661,-103,-4,15
1872,4660,-103,-4,15
1873,4659,-103,-4,14
1874,4658,-103,-4,14
1875,4657,-102,-3,15
1876,4656,-102,-3,15
1877,4655,-102,-3,15
1878,4654,-102,-3,15
1879,4653,-105,-4,15
1880,4652,-105,-4,15
1881,4651,-105,-4,15
1882,4650,-105,-4,15
1883,4649,-105,-4,15
1884,4648,-103,-4,13
1885,4647,-103,-4,13
1886,4646,-103,-4,14
1887,4645,-103,-4,15
1888,4644,-102,-3,15
1889,4643,-102,-3,15
1890,4642,-102,-3,12
1891,4641,-102,-3,13
1892,4640,-102,-3,13
1893,4639,-102,-3,15
1894,4638,-102,-3,15
1895,4637,-102,-3,15
1896,4636,-103,-4,15
1897,4635,-103,-4,15
1898,4634,-103,-4,15
1899,4633,-103,-4,15
1900,4632,-103,-4,15
1901,4631,-104,-4,15
1902,4630,-104,-4,15
1903,4629,-104,-4,15
1904,4628,-104,-4,15
1905,4627,-104,-4,15
1906,4626,-104,-4,14
1907,4625,-104,-4,14
1908,4624,-104,-4,13
1909,4623,-104,-4,13
1910,4622,-103,-3,14
1911,4621,-103,-3,14
1912,4620,-103,-3,13
1913,4619,-103,-3,15
1914,4618,-103,-3,15
1915,4617,-103,-4,15
1916,4616,-103,-4,15
1917,4615,-103,-4,13
1918,4614,-103,-5,14
1919,4613,-103,-5,15
1920,4612,-103,-5,15
1921,4611,-103,-5,15
1922,4610,-103,-5,15
1923,4609,-102,-3,15
1924,4608,-102,-3,13
1925,4607,-102,-3,14
1926,4606,-102,-3,15
1927,4605,-100,-3,15
1928,4604,-100,-3,15
1929,4603,-100,-3,15
1930,4602,-100,-3,15
1931,4601,-100,-3,15
1932,4600,-102,-4,15
1933,4599,-102,-4,15
1934,4598,-102,-4,15
1935,4597,-102,-4,15
1936,4596,-105,-4,15
1937,4595,-105,-4,15
1938,4594,-105,-4,15
1939,4593,-105,-4,15
1940,4592,-109,-3,15
1941,4591,-109,-3,15
1942,4590,-109,-3,15
1943,4589,-109,-3,15
1944,4588,-110,-4,14
1945,4587,-110,-4,13
1946,4586,-110,-4,12
1947,4585,-110,-4,11
1948,4584,-110,-4,10
1949,4583,-108,-4,11
1950,4582,-108,-4,12
1951,4581,-108,-4,12
1952,4580,-108,-4,13
1953,4579,-108,-4,13
1954,4578,-111,-6,13
1955,4577,-111,-6,13
1956,4576,-111,-6,12
1957,4575,-111,-6,12
1958,4574,-112,-5,11
1959,4573,-112,-5,11
1960,4572,-112,-5,10
1961,4571,-112,-5,10
1962,4570,-111,-4,10
1963,4569,-111,-4,10
1964,4568,-111,-4,10
1965,4567,-111,-4,11
1966,4566,-109,-5,11
1967,4565,-109,-5,11
1968,4564,-109,-5,11
1969,4563,-109,-5,12
1970,4562,-109,-5,12
1971,4561,-108,-4,12
1972,4560,-108,-4,11
1973,4559,-108,-4,12
1974,4558,-108,-4,12
1975,4557,-110,-4,13
1976,4556,-110,-4,13
1977,4555,-110,-4,13
1978,4554,-110,-4,13
1979,4553,-110,-4,13
1980,4552,-113,-5,12
1981,4551,-113,-5,12
1982,4550,-113,-5,12
1983,4549,-113,-5,11
1984,4548,-113,-5,11
1985,4547,-113,-5,11
1986,4546,-113,-5,10
1987,4545,-113,-5,11
1988,4544,-114,-4,10
1989,4543,-114,-4,11
1990,4542,-114,-4,11
1991,4541,-114,-4,10
1992,4540,-114,-4,10
1993,4539,-112,-3,10
1994,4538,-112,-3,10
1995,4537,-112,-3,11
1996,4536,-112,-3,11
1997,4535,-113,-4,11
1998,4534,-113,-4,11
1999,4533,-113,-4,11
2000,4532,-113,-4,11
2001,4531,-113,-4,11
2002,4530,-117,-6,11
2003,4529,-117,-6,11
2004,4528,-117,-6,10
2005,4527,-120,-7,10
2006,4526,-120,-7,9
2007,4525,-120,-7,8
2008,4524,-120,-7,8
2009,4523,-120,-7,6
2010,4522,-117,-6,5
2011,4521,-117,-6,6
2012,4520,-117,-6,7
2013,4519,-117,-6,8
2014,4518,-117,-6,9
2015,4517,-117,-6,9
2016,4516,-117,-6,9
2017,4515,-117,-6,9
2018,4514,-117,-6,9
2019,4513,-115,-5,9
2020,4512,-115,-5,9
2021,4511,-115,-5,9
2022,4510,-115,-5,9
2023,4509,-115,-5,9
2024,4508,-115,-5,10
2025,4507,-115,-5,10
2026,4506,-115,-5,10
2027,4505,-117,-7,10
2028,4504,-117,-7,10
2029,4503,-117,-7,10
2030,4502,-117,-7,10
2031,4501,-117,-7,10
2032,4500,-117,-6,9
2033,4499,-117,-6,8
2034,4498,-117,-6,8
2035,4497,-117,-6,8
2036,4496,-117,-6,8
2037,4495,-117,-6,8
2038,4494,-117,-6,8
2039,4493,-117,-6,8
2040,4492,-117,-6,8
2041,4491,-118,-6,8
2042,4490,-118,-6,8
2043,4489,-118,-6,9
2044,4488,-118,-6,9
2045,4487,-118,-6,9
2046,4486,-118,-6,9
2047,4485,-118,-6,9
2048,4484,-118,-6,9
2049,4483,-118,-6,8
2050,4482,-118,-6,8
2051,4481,-118,-6,8
2052,4480,-118,-6,8
2053,4479,-119,-7,9
2054,4478,-119,-7,9
2055,4477,-119,-7,9
2056,4476,-119,-7,9
2057,4475,-119,-7,9
2058,4474,-120,-7,8
2059,4473,-120,-7,8
