,rsrp,rsrq,wbcqi,date_index
2856,-116,-6,9,3676
2857,-116,-6,9,3675
2858,-116,-6,9,3674
2859,-116,-6,9,3673
2860,-115,-6,9,3672
2861,-115,-6,9,3671
2862,-115,-6,9,3670
2863,-115,-6,9,3669
2864,-115,-6,9,3668
2865,-114,-5,9,3667
2866,-114,-5,10,3666
2867,-114,-5,10,3665
2868,-114,-5,10,3664
2869,-115,-6,10,3663
2870,-115,-6,11,3662
2871,-115,-6,10,3661
2872,-115,-6,11,3660
2873,-115,-6,10,3659
2874,-116,-6,10,3658
2875,-116,-6,10,3657
2876,-116,-6,10,3656
2877,-116,-8,10,3655
2878,-116,-8,10,3654
2879,-116,-8,10,3653
2880,-116,-8,10,3652
2881,-116,-8,10,3651
2882,-118,-8,9,3650
2883,-118,-8,9,3649
2884,-118,-8,9,3648
2885,-118,-8,9,3647
2886,-118,-8,8,3646
2887,-118,-8,8,3645
2888,-118,-8,8,3644
2889,-118,-8,8,3643
2890,-118,-8,8,3642
2891,-118,-8,8,3641
2892,-118,-8,8,3640
2893,-118,-8,8,3639
2894,-118,-8,8,3638
2895,-118,-8,8,3637
2896,-118,-8,8,3636
2897,-118,-8,8,3635
2898,-118,-8,8,3634
2899,-118,-8,8,3633
2900,-118,-8,8,3632
2901,-118,-8,8,3631
2902,-118,-8,8,3630
2903,-118,-8,8,3629
2904,-119,-8,8,3628
2905,-119,-8,8,3627
2906,-119,-8,8,3626
2907,-119,-8,8,3625
2908,-119,-8,8,3624
2909,-119,-8,8,3623
2910,-119,-8,8,3622
2911,-119,-8,8,3621
2912,-119,-8,8,3620
2913,-119,-8,8,3619
2914,-119,-8,8,3618
2915,-119,-8,8,3617
2916,-119,-8,8,3616
2917,-119,-8,8,3615
2918,-119,-8,8,3614
2919,-119,-8,8,3613
2920,-119,-8,8,3612
2921,-119,-7,8,3611
2922,-119,-7,8,3610
2923,-119,-7,8,3609
2924,-119,-7,8,3608
2925,-119,-7,8,3607
2926,-119,-7,8,3606
2927,-119,-7,8,3605
2928,-119,-7,8,3604
2929,-119,-7,8,3603
2930,-119,-7,8,3602
2931,-119,-7,8,3601
2932,-119,-7,8,3600
2933,-119,-7,8,3599
2934,-119,-7,8,3598
2935,-120,-7,8,3597
2936,-120,-7,8,3596
2937,-120,-7,8,3595
2938,-120,-7,8,3594
2939,-120,-8,8,3593
2940,-120,-8,8,3592
2941,-120,-8,8,3591
2942,-120,-8,8,3590
2943,-119,-7,8,3589
2944,-119,-7,8,3588
2945,-119,-7,8,3587
2946,-119,-7,8,3586
2947,-116,-7,8,3585
2948,-116,-7,8,3584
2949,-116,-7,8,3583
2950,-116,-7,8,3582
2951,-116,-7,8,3581
2952,-113,-6,8,3580
2953,-113,-6,9,3579
2954,-113,-6,9,3578
2955,-113,-6,10,3577
2956,-113,-6,10,3576
2957,-113,-6,10,3575
2958,-113,-6,10,3574
2959,-113,-6,10,3573
2960,-113,-6,10,3572
2961,-112,-6,11,3571
2962,-112,-6,11,3570
2963,-112,-6,11,3569
2964,-112,-6,11,3568
2965,-111,-6,11,3567
2966,-111,-6,11,3566
2967,-111,-6,11,3565
2968,-111,-6,11,3564
2969,-111,-6,11,3563
2970,-111,-6,11,3562
2971,-111,-6,11,3561
2972,-111,-6,12,3560
2973,-111,-6,12,3559
2974,-111,-6,12,3558
2975,-111,-6,12,3557
2976,-111,-6,12,3556
2977,-111,-6,12,3555
2978,-112,-6,12,3554
2979,-112,-6,12,3553
2980,-112,-6,11,3552
2981,-112,-6,11,3551
2982,-112,-6,11,3550
2983,-113,-7,11,3549
2984,-113,-7,11,3548
2985,-113,-7,11,3547
2986,-113,-6,11,3546
2987,-113,-6,10,3545
2988,-113,-6,10,3544
2989,-113,-6,10,3543
2990,-113,-6,11,3542
2991,-113,-5,11,3541
2992,-113,-5,11,3540
2993,-113,-5,11,3539
2994,-113,-5,11,3538
2995,-113,-4,11,3537
2996,-113,-4,11,3536
2997,-113,-4,11,3535
2998,-113,-4,11,3534
2999,-113,-4,11,3533
3000,-113,-4,11,3532
3001,-113,-4,11,3531
3002,-113,-4,11,3530
3003,-113,-4,11,3529
3004,-113,-4,11,3528
3005,-114,-4,12,3527
3006,-114,-4,11,3526
3007,-114,-4,11,3525
3008,-114,-4,11,3524
3009,-114,-4,11,3523
3010,-114,-4,11,3522
3011,-114,-4,11,3521
3012,-114,-4,11,3520
3013,-114,-4,11,3519
3014,-114,-4,11,3518
3015,-114,-4,11,3517
3016,-114,-4,11,3516
3017,-114,-5,11,3515
3018,-114,-5,11,3514
3019,-114,-5,10,3513
3020,-114,-5,10,3512
3021,-114,-5,11,3511
3022,-112,-5,11,3510
3023,-112,-5,11,3509
3024,-112,-5,11,3508
3025,-112,-5,11,3507
3026,-111,-5,11,3506
3027,-111,-5,11,3505
3028,-111,-5,11,3504
3029,-111,-5,11,3503
3030,-111,-5,11,3502
3031,-111,-5,11,3501
3032,-111,-5,11,3500
3033,-111,-5,12,3499
3034,-110,-5,12,3498
3035,-110,-5,12,3497
3036,-110,-5,12,3496
3037,-110,-5,12,3495
3038,-110,-5,12,3494
3039,-110,-4,12,3493
3040,-110,-4,12,3492
3041,-110,-4,12,3491
3042,-110,-4,12,3490
3043,-110,-4,12,3489
3044,-110,-4,12,3488
3045,-110,-4,12,3487
3046,-110,-4,12,3486
3047,-110,-4,12,3485
3048,-110,-4,12,3484
3049,-110,-4,12,3483
3050,-110,-4,12,3482
3051,-110,-4,12,3481
3052,-110,-4,12,3480
3053,-110,-4,12,3479
3054,-110,-4,12,3478
3055,-110,-4,12,3477
3056,-111,-4,12,3476
3057,-111,-4,12,3475
3058,-111,-4,12,3474
3059,-111,-4,12,3473
3060,-111,-4,12,3472
3061,-111,-5,12,3471
3062,-111,-5,12,3470
3063,-111,-5,12,3469
3064,-111,-5,12,3468
3065,-111,-5,12,3467
3066,-111,-5,12,3466
3067,-111,-5,12,3465
3068,-111,-5,12,3464
3069,-111,-5,12,3463
3070,-111,-5,12,3462
3071,-111,-5,12,3461
3072,-111,-5,11,3460
3073,-111,-5,11,3459
3074,-111,-6,11,3458
3075,-111,-6,11,3457
3076,-111,-6,11,3456
3077,-111,-6,11,3455
3078,-110,-6,11,3454
3079,-110,-6,11,3453
3080,-110,-6,11,3452
3081,-110,-6,11,3451
3082,-110,-6,12,3450
3083,-109,-6,12,3449
3084,-109,-6,12,3448
3085,-109,-6,12,3447
3086,-109,-6,12,3446
3087,-109,-6,12,3445
3088,-109,-6,12,3444
3089,-109,-6,12,3443
3090,-109,-6,12,3442
3091,-109,-6,12,3441
3092,-109,-6,12,3440
3093,-109,-6,12,3439
3094,-109,-6,13,3438
3095,-109,-5,13,3437
3096,-109,-5,13,3436
3097,-109,-5,13,3435
3098,-109,-5,13,3434
3099,-109,-5,13,3433
3100,-111,-5,13,3432
3101,-111,-5,13,3431
3102,-111,-5,13,3430
3103,-111,-5,12,3429
3104,-111,-5,12,3428
3105,-111,-5,12,3427
3106,-111,-5,12,3426
3107,-111,-5,12,3425
3108,-111,-5,11,3424
3109,-111,-5,12,3423
3110,-111,-5,12,3422
3111,-111,-5,12,3421
3112,-111,-5,12,3420
3113,-111,-5,12,3419
3114,-111,-5,12,3418
3115,-111,-5,12,3417
3116,-111,-5,12,3416
3117,-111,-4,12,3415
3118,-111,-4,12,3414
3119,-111,-4,12,3413
3120,-111,-4,12,3412
3121,-111,-4,12,3411
3122,-111,-4,12,3410
3123,-111,-4,12,3409
3124,-111,-4,12,3408
3125,-111,-4,12,3407
3126,-111,-4,12,3406
3127,-111,-4,12,3405
3128,-111,-4,12,3404
3129,-111,-4,12,3403
3130,-111,-4,12,3402
3131,-110,-4,12,3401
3132,-110,-4,12,3400
3133,-110,-4,12,3399
3134,-110,-4,12,3398
3135,-110,-4,12,3397
3136,-110,-4,12,3396
3137,-110,-4,12,3395
3138,-110,-4,12,3394
3139,-110,-4,12,3393
3140,-110,-4,12,3392
3141,-110,-4,12,3391
3142,-110,-4,12,3390
3143,-111,-5,12,3389
3144,-111,-5,12,3388
3145,-111,-5,12,3387
3146,-111,-5,12,3386
3147,-111,-5,12,3385
3148,-113,-6,12,3384
3149,-113,-6,12,3383
3150,-113,-6,12,3382
3151,-113,-6,12,3381
3152,-113,-6,11,3380
3153,-113,-6,11,3379
3154,-113,-6,10,3378
3155,-113,-6,10,3377
3156,-113,-6,10,3376
3157,-112,-7,10,3375
3158,-112,-7,10,3374
3159,-112,-7,11,3373
3160,-112,-7,11,3372
3161,-111,-7,11,3371
3162,-111,-7,11,3370
3163,-111,-7,11,3369
3164,-111,-7,11,3368
3165,-110,-7,11,3367
3166,-110,-7,11,3366
3167,-110,-7,11,3365
3168,-110,-7,11,3364
3169,-110,-7,12,3363
3170,-110,-6,12,3362
3171,-110,-6,12,3361
3172,-110,-6,12,3360
3173,-110,-6,12,3359
3174,-110,-6,12,3358
3175,-110,-6,12,3357
3176,-110,-6,12,3356
3177,-110,-6,12,3355
3178,-110,-6,12,3354
3179,-109,-7,12,3353
3180,-109,-7,12,3352
3181,-109,-7,12,3351
3182,-109,-7,12,3350
3183,-108,-7,12,3349
3184,-108,-7,12,3348
3185,-108,-7,12,3347
3186,-108,-7,12,3346
3187,-108,-7,12,3345
3188,-108,-7,12,3344
3189,-108,-7,12,3343
3190,-108,-7,13,3342
3191,-108,-7,13,3341
3192,-108,-7,12,3340
3193,-108,-7,13,3339
3194,-108,-7,13,3338
3195,-108,-7,13,3337
3196,-108,-7,13,3336
3197,-108,-7,13,3335
3198,-108,-7,12,3334
3199,-108,-7,12,3333
3200,-108,-7,12,3332
3201,-108,-7,12,3331
3202,-108,-7,12,3330
3203,-108,-7,12,3329
3204,-108,-7,13,3328
3205,-108,-7,13,3327
3206,-108,-7,13,3326
3207,-108,-7,13,3325
3208,-108,-7,13,3324
3209,-108,-7,13,3323
3210,-108,-7,13,3322
3211,-108,-7,13,3321
3212,-108,-7,13,3320
3213,-108,-7,13,3319
3214,-108,-7,13,3318
3215,-108,-7,13,3317
3216,-108,-7,13,3316
3217,-108,-7,13,3315
3218,-108,-7,12,3314
3219,-108,-7,12,3313
3220,-108,-7,12,3312
3221,-108,-7,12,3311
3222,-108,-7,12,3310
3223,-108,-7,12,3309
3224,-108,-7,12,3308
3225,-108,-7,12,3307
3226,-109,-7,13,3306
3227,-109,-7,13,3305
3228,-109,-7,13,3304
3229,-109,-7,13,3303
3230,-109,-7,13,3302
3231,-112,-6,13,3301
3232,-112,-6,13,3300
3233,-112,-6,12,3299
3234,-112,-6,12,3298
3235,-112,-5,11,3297
3236,-112,-5,11,3296
3237,-112,-5,10,3295
3238,-112,-5,10,3294
3239,-112,-5,10,3293
3240,-108,-6,9,3292
3241,-108,-6,10,3291
3242,-108,-6,11,3290
3243,-108,-6,13,3289
3244,-109,-5,13,3288
3245,-109,-5,13,3287
3246,-109,-5,13,3286
3247,-109,-5,12,3285
3248,-110,-5,13,3284
3249,-110,-5,13,3283
3250,-110,-5,13,3282
3251,-110,-5,12,3281
3252,-110,-5,12,3280
3253,-110,-5,12,3279
3254,-110,-5,12,3278
3255,-110,-5,12,3277
3256,-110,-5,11,3276
3257,-110,-6,12,3275
3258,-110,-6,12,3274
3259,-110,-6,12,3273
3260,-110,-6,12,3272
3261,-110,-6,12,3271
3262,-110,-5,12,3270
3263,-110,-5,12,3269
3264,-110,-5,12,3268
3265,-110,-5,12,3267
3266,-110,-5,11,3266
3267,-110,-5,12,3265
3268,-110,-5,11,3264
3269,-110,-5,12,3263
3270,-110,-4,12,3262
3271,-110,-4,12,3261
3272,-110,-4,12,3260
3273,-110,-4,12,3259
3274,-110,-4,12,3258
3275,-110,-4,12,3257
3276,-110,-4,12,3256
3277,-110,-4,12,3255
3278,-110,-4,12,3254
3279,-109,-4,12,3253
3280,-109,-4,12,3252
3281,-109,-4,12,3251
3282,-109,-4,12,3250
3283,-109,-4,12,3249
3284,-109,-4,12,3248
3285,-109,-4,12,3247
3286,-109,-4,12,3246
3287,-109,-4,12,3245
3288,-109,-3,12,3244
3289,-109,-3,12,3243
3290,-109,-3,13,3242
3291,-109,-3,12,3241
3292,-109,-4,12,3240
3293,-109,-4,13,3239
3294,-109,-4,12,3238
3295,-109,-4,13,3237
3296,-109,-4,12,3236
3297,-109,-4,13,3235
3298,-109,-4,12,3234
3299,-109,-4,13,3233
3300,-109,-4,13,3232
3301,-109,-3,13,3231
3302,-109,-3,12,3230
3303,-109,-3,12,3229
3304,-109,-3,13,3228
3305,-110,-3,13,3227
3306,-110,-3,13,3226
3307,-110,-3,12,3225
3308,-110,-3,12,3224
3309,-110,-3,12,3223
3310,-110,-3,12,3222
3311,-110,-3,12,3221
3312,-110,-3,12,3220
3313,-110,-3,12,3219
3314,-110,-3,12,3218
3315,-110,-3,12,3217
3316,-110,-3,12,3216
3317,-110,-3,12,3215
3318,-110,-3,12,3214
3319,-110,-3,12,3213
3320,-110,-3,12,3212
3321,-110,-3,12,3211
3322,-110,-3,12,3210
3323,-110,-3,12,3209
3324,-110,-3,12,3208
3325,-110,-3,12,3207
3326,-110,-3,12,3206
3327,-111,-3,12,3205
3328,-111,-3,12,3204
3329,-111,-3,12,3203
3330,-111,-3,12,3202
3331,-111,-3,12,3201
3332,-110,-4,12,3200
3333,-110,-4,12,3199
3334,-110,-4,12,3198
3335,-109,-4,12,3197
3336,-109,-4,12,3196
3337,-109,-4,12,3195
3338,-109,-4,12,3194
3339,-109,-4,12,3193
3340,-109,-5,12,3192
3341,-109,-5,12,3191
3342,-109,-5,12,3190
3343,-109,-5,12,3189
3344,-111,-6,12,3188
3345,-111,-6,12,3187
3346,-111,-6,12,3186
3347,-111,-6,12,3185
3348,-111,-6,12,3184
3349,-113,-6,12,3183
3350,-113,-6,11,3182
3351,-113,-6,11,3181
3352,-113,-6,11,3180
3353,-114,-6,11,3179
3354,-114,-6,11,3178
3355,-114,-6,11,3177
3356,-114,-6,10,3176
3357,-114,-4,10,3175
3358,-114,-4,10,3174
3359,-114,-4,9,3173
3360,-114,-4,9,3172
3361,-114,-4,9,3171
3362,-111,-3,9,3170
3363,-111,-3,10,3169
3364,-111,-3,11,3168
3365,-111,-3,11,3167
3366,-109,-3,11,3166
3367,-109,-3,12,3165
3368,-109,-3,12,3164
3369,-109,-3,12,3163
3370,-109,-3,13,3162
3371,-110,-3,13,3161
3372,-110,-3,13,3160
3373,-110,-3,12,3159
3374,-110,-3,12,3158
3375,-112,-3,12,3157
3376,-112,-3,12,3156
3377,-112,-3,12,3155
3378,-112,-3,12,3154
3379,-115,-4,12,3153
3380,-115,-4,12,3152
3381,-115,-4,12,3151
3382,-115,-4,12,3150
3383,-118,-6,12,3149
3384,-118,-6,11,3148
3385,-118,-6,10,3147
3386,-118,-6,10,3146
3387,-118,-6,9,3145
3388,-119,-6,8,3144
3389,-119,-6,8,3143
3390,-119,-6,8,3142
3391,-119,-6,8,3141
3392,-118,-6,8,3140
3393,-118,-6,8,3139
3394,-118,-6,8,3138
3395,-118,-6,8,3137
3396,-118,-6,8,3136
3397,-118,-6,8,3135
3398,-118,-6,8,3134
3399,-118,-6,8,3133
3400,-118,-6,7,3132
3401,-118,-6,7,3131
3402,-118,-6,7,3130
3403,-118,-6,8,3129
3404,-118,-6,8,3128
3405,-119,-6,7,3127
3406,-119,-6,7,3126
3407,-119,-6,7,3125
3408,-119,-6,7,3124
3409,-119,-6,7,3123
3410,-118,-6,7,3122
3411,-118,-6,8,3121
3412,-118,-6,7,3120
3413,-118,-6,8,3119
3414,-117,-5,8,3118
3415,-117,-5,7,3117
3416,-117,-5,8,3116
3417,-117,-5,8,3115
3418,-117,-5,8,3114
3419,-117,-5,8,3113
3420,-117,-5,8,3112
3421,-117,-5,8,3111
3422,-116,-5,8,3110
3423,-116,-5,8,3109
3424,-116,-5,8,3108
3425,-116,-5,9,3107
3426,-116,-5,9,3106
3427,-116,-5,9,3105
3428,-116,-5,9,3104
3429,-116,-5,9,3103
3430,-116,-5,9,3102
3431,-114,-4,9,3101
3432,-114,-4,8,3100
3433,-114,-4,8,3099
3434,-114,-4,8,3098
3435,-114,-4,8,3097
3436,-112,-3,8,3096
3437,-112,-3,8,3095
3438,-112,-3,9,3094
3439,-112,-3,9,3093
3440,-112,-3,10,3092
3441,-111,-3,11,3091
3442,-111,-3,12,3090
3443,-111,-3,12,3089
3444,-111,-3,12,3088
3445,-111,-3,12,3087
3446,-111,-3,12,3086
3447,-111,-3,12,3085
3448,-111,-3,12,3084
3449,-111,-3,12,3083
3450,-111,-3,12,3082
3451,-111,-3,12,3081
3452,-111,-3,12,3080
3453,-110,-4,12,3079
3454,-110,-4,12,3078
3455,-110,-4,12,3077
3456,-110,-4,12,3076
3457,-110,-4,12,3075
3458,-111,-6,13,3074
3459,-111,-6,13,3073
3460,-111,-6,12,3072
3461,-111,-6,12,3071
3462,-110,-6,11,3070
3463,-110,-6,11,3069
3464,-110,-6,11,3068
3465,-110,-6,12,3067
3466,-109,-6,12,3066
3467,-109,-6,12,3065
3468,-109,-6,12,3064
3469,-109,-6,12,3063
3470,-109,-6,12,3062
3471,-109,-6,12,3061
3472,-109,-6,12,3060
3473,-109,-6,12,3059
3474,-109,-6,12,3058
3475,-109,-5,12,3057
3476,-109,-5,12,3056
3477,-109,-5,12,3055
3478,-109,-5,12,3054
3479,-109,-5,12,3053
3480,-112,-5,12,3052
3481,-112,-5,13,3051
3482,-112,-5,13,3050
3483,-112,-5,13,3049
3484,-115,-5,12,3048
3485,-115,-5,12,3047
3486,-115,-5,10,3046
3487,-115,-5,9,3045
3488,-112,-4,9,3044
3489,-112,-4,9,3043
3490,-112,-4,9,3042
3491,-112,-4,9,3041
3492,-112,-5,11,3040
3493,-112,-5,11,3039
3494,-112,-5,12,3038
3495,-112,-5,12,3037
3496,-112,-5,12,3036
3497,-112,-5,11,3035
3498,-112,-5,11,3034
3499,-112,-5,11,3033
3500,-112,-5,11,3032
3501,-114,-5,12,3031
3502,-114,-5,12,3030
3503,-114,-5,12,3029
3504,-114,-5,10,3028
3505,-114,-5,10,3027
3506,-114,-4,10,3026
3507,-114,-4,10,3025
3508,-114,-4,9,3024
3509,-114,-4,9,3023
3510,-111,-3,10,3022
3511,-111,-3,7,3021
3512,-111,-3,8,3020
3513,-111,-3,9,3019
3514,-113,-5,11,3018
3515,-113,-5,11,3017
3516,-113,-5,12,3016
3517,-113,-5,12,3015
3518,-113,-5,13,3014
3519,-120,-9,12,3013
3520,-120,-9,12,3012
3521,-120,-9,10,3011
3522,-120,-9,9,3010
3523,-122,-9,8,3009
3524,-122,-9,8,3008
3525,-122,-9,7,3007
3526,-122,-9,6,3006
3527,-122,-9,6,3005
3528,-119,-7,5,3004
3529,-119,-7,5,3003
3530,-119,-7,5,3002
3531,-115,-4,4,3001
3532,-115,-4,6,3000
3533,-115,-4,7,2999
3534,-115,-4,8,2998
3535,-115,-4,8,2997
3536,-115,-5,9,2996
3537,-115,-5,9,2995
3538,-115,-5,9,2994
3539,-115,-5,10,2993
3540,-116,-6,10,2992
3541,-116,-6,10,2991
3542,-116,-6,9,2990
3543,-116,-6,9,2989
3544,-116,-6,9,2988
3545,-115,-5,7,2987
3546,-115,-5,8,2986
3547,-115,-5,10,2985
3548,-115,-5,10,2984
3549,-115,-5,10,2983
3550,-117,-6,10,2982
3551,-117,-6,9,2981
3552,-117,-6,9,2980
3553,-117,-6,8,2979
3554,-117,-6,5,2978
3555,-117,-6,8,2977
3556,-117,-6,10,2976
3557,-117,-6,9,2975
3558,-114,-5,7,2974
3559,-114,-5,5,2973
3560,-114,-5,10,2972
3561,-114,-5,11,2971
3562,-112,-4,10,2970
3563,-112,-4,9,2969
3564,-112,-4,9,2968
3565,-112,-4,7,2967
3566,-112,-4,8,2966
3567,-107,-2,9,2965
3568,-107,-2,10,2964
3569,-107,-2,9,2963
3570,-107,-2,12,2962
3571,-109,-3,13,2961
3572,-109,-3,15,2960
3573,-109,-3,14,2959
3574,-109,-3,13,2958
3575,-109,-3,12,2957
3576,-109,-3,12,2956
3577,-109,-3,11,2955
3578,-109,-3,10,2954
3579,-108,-3,12,2953
3580,-108,-3,12,2952
3581,-108,-3,12,2951
3582,-108,-3,12,2950
3583,-108,-3,12,2949
3584,-109,-3,13,2948
3585,-109,-3,12,2947
3586,-109,-3,12,2946
3587,-109,-3,11,2945
3588,-109,-3,11,2944
3589,-108,-3,12,2943
3590,-108,-3,14,2942
3591,-108,-3,13,2941
3592,-108,-3,13,2940
3593,-105,-2,11,2939
3594,-105,-2,11,2938
3595,-105,-2,10,2937
3596,-105,-2,12,2936
3597,-106,-2,13,2935
3598,-106,-2,15,2934
3599,-106,-2,14,2933
3600,-106,-2,13,2932
3601,-107,-2,14,2931
3602,-107,-2,14,2930
3603,-107,-2,14,2929
3604,-107,-2,13,2928
3605,-107,-2,13,2927
3606,-107,-2,12,2926
3607,-107,-2,12,2925
3608,-107,-2,12,2924
3609,-107,-2,15,2923
3610,-108,-2,13,2922
3611,-108,-2,13,2921
3612,-108,-2,15,2920
3613,-108,-2,13,2919
3614,-108,-2,11,2918
3615,-106,-2,13,2917
3616,-106,-2,12,2916
3617,-106,-2,10,2915
3618,-106,-2,13,2914
3619,-106,-2,14,2913
3620,-106,-2,13,2912
3621,-106,-2,12,2911
3622,-106,-2,12,2910
3623,-107,-3,15,2909
3624,-107,-3,15,2908
3625,-107,-3,13,2907
3626,-107,-3,12,2906
3627,-107,-3,13,2905
3628,-105,-2,12,2904
3629,-105,-2,13,2903
3630,-105,-2,13,2902
3631,-105,-2,13,2901
3632,-102,-2,13,2900
3633,-102,-2,13,2899
3634,-102,-2,15,2898
3635,-102,-2,15,2897
3636,-102,-2,15,2896
3637,-102,-2,15,2895
3638,-102,-2,15,2894
3639,-102,-2,15,2893
3640,-106,-2,15,2892
3641,-106,-2,15,2891
3642,-106,-2,15,2890
3643,-106,-2,15,2889
3644,-106,-2,15,2888
3645,-108,-3,15,2887
3646,-108,-3,13,2886
3647,-108,-3,13,2885
3648,-108,-3,12,2884
3649,-109,-3,12,2883
3650,-109,-3,13,2882
3651,-109,-3,13,2881
3652,-109,-3,13,2880
3653,-109,-3,11,2879
3654,-109,-3,11,2878
3655,-109,-3,11,2877
3656,-109,-3,12,2876
3657,-109,-3,12,2875
3658,-109,-3,12,2874
3659,-106,-2,10,2873
3660,-106,-2,10,2872
3661,-106,-2,12,2871
3662,-106,-2,12,2870
3663,-107,-3,13,2869
3664,-107,-3,13,2868
3665,-107,-3,14,2867
3666,-107,-3,13,2866
3667,-107,-3,13,2865
3668,-107,-3,11,2864
3669,-107,-3,12,2863
3670,-107,-3,13,2862
3671,-107,-3,13,2861
3672,-107,-3,13,2860
3673,-107,-3,10,2859
3674,-107,-3,9,2858
3675,-107,-3,11,2857
3676,-105,-2,12,2856
3677,-105,-2,10,2855
3678,-105,-2,13,2854
3679,-105,-2,13,2853
3680,-106,-3,12,2852
3681,-106,-3,14,2851
3682,-106,-3,15,2850
3683,-106,-3,14,2849
3684,-104,-2,13,2848
3685,-104,-2,12,2847
3686,-104,-2,12,2846
3687,-104,-2,13,2845
3688,-107,-3,13,2844
3689,-107,-3,13,2843
3690,-107,-3,13,2842
3691,-107,-3,12,2841
3692,-107,-3,12,2840
3693,-106,-3,11,2839
3694,-106,-3,12,2838
3695,-106,-3,13,2837
3696,-106,-3,13,2836
3697,-106,-3,13,2835
3698,-104,-3,12,2834
3699,-104,-3,12,2833
3700,-104,-3,13,2832
3701,-104,-3,13,2831
3702,-107,-4,13,2830
3703,-107,-4,14,2829
3704,-107,-4,13,2828
3705,-107,-4,13,2827
3706,-106,-4,13,2826
3707,-106,-4,12,2825
3708,-106,-4,12,2824
3709,-106,-4,13,2823
3710,-108,-3,15,2822
3711,-108,-3,14,2821
3712,-108,-3,13,2820
3713,-108,-3,12,2819
3714,-108,-3,11,2818
3715,-105,-3,9,2817
3716,-105,-3,12,2816
3717,-105,-3,12,2815
3718,-105,-3,15,2814
3719,-106,-3,15,2813
3720,-106,-3,15,2812
3721,-106,-3,12,2811
3722,-106,-3,14,2810
3723,-106,-3,15,2809
3724,-104,-2,13,2808
3725,-104,-2,13,2807
3726,-104,-2,12,2806
3727,-104,-2,12,2805
3728,-105,-3,13,2804
3729,-105,-3,15,2803
3730,-105,-3,15,2802
3731,-105,-3,15,2801
3732,-107,-2,15,2800
3733,-107,-2,15,2799
3734,-107,-2,13,2798
3735,-107,-2,13,2797
3736,-107,-2,13,2796
3737,-108,-3,12,2795
3738,-108,-3,15,2794
3739,-108,-3,15,2793
3740,-108,-3,13,2792
3741,-108,-4,12,2791
3742,-108,-4,12,2790
3743,-108,-4,13,2789
3744,-108,-4,13,2788
3745,-108,-4,13,2787
3746,-108,-4,11,2786
3747,-108,-4,11,2785
3748,-108,-4,13,2784
3749,-108,-4,12,2783
3750,-107,-4,10,2782
3751,-107,-4,10,2781
3752,-107,-4,11,2780
3753,-107,-4,11,2779
3754,-105,-3,11,2778
3755,-105,-3,11,2777
3756,-105,-3,12,2776
3757,-105,-3,11,2775
3758,-105,-3,13,2774
3759,-105,-3,14,2773
3760,-105,-3,14,2772
3761,-105,-3,13,2771
3762,-105,-3,13,2770
3763,-105,-2,14,2769
3764,-105,-2,15,2768
3765,-105,-2,15,2767
3766,-105,-2,14,2766
3767,-105,-2,13,2765
3768,-105,-3,14,2764
3769,-105,-3,13,2763
3770,-105,-3,13,2762
3771,-103,-3,13,2761
3772,-103,-3,13,2760
3773,-103,-3,15,2759
3774,-103,-3,15,2758
3775,-103,-3,15,2757
3776,-104,-2,15,2756
3777,-104,-2,15,2755
3778,-104,-2,14,2754
3779,-104,-2,13,2753
3780,-104,-3,13,2752
3781,-104,-3,13,2751
3782,-104,-3,14,2750
3783,-104,-3,15,2749
3784,-104,-3,15,2748
3785,-107,-3,15,2747
3786,-107,-3,15,2746
3787,-107,-3,15,2745
3788,-107,-3,15,2744
3789,-104,-3,11,2743
3790,-104,-3,11,2742
3791,-104,-3,11,2741
3792,-104,-3,13,2740
3793,-105,-3,15,2739
3794,-105,-3,15,2738
3795,-105,-3,15,2737
3796,-105,-3,15,2736
3797,-105,-3,13,2735
3798,-104,-3,13,2734
3799,-104,-3,15,2733
3800,-104,-3,13,2732
3801,-104,-3,12,2731
3802,-105,-2,13,2730
3803,-105,-2,13,2729
3804,-105,-2,15,2728
3805,-105,-2,15,2727
3806,-105,-2,15,2726
3807,-105,-3,13,2725
3808,-105,-3,15,2724
3809,-105,-3,15,2723
3810,-105,-3,15,2722
3811,-108,-3,15,2721
3812,-108,-3,15,2720
3813,-108,-3,13,2719
3814,-108,-3,10,2718
3815,-103,-2,8,2717
3816,-103,-2,10,2716
3817,-103,-2,12,2715
3818,-103,-2,14,2714
3819,-101,-2,15,2713
3820,-101,-2,15,2712
3821,-101,-2,15,2711
3822,-101,-2,15,2710
3823,-101,-2,15,2709
3824,-99,-2,15,2708
3825,-99,-2,15,2707
3826,-99,-2,15,2706
3827,-99,-2,15,2705
3828,-99,-2,15,2704
3829,-99,-2,15,2703
3830,-99,-2,15,2702
3831,-99,-2,15,2701
3832,-99,-2,15,2700
3833,-102,-2,15,2699
3834,-102,-2,15,2698
3835,-102,-2,15,2697
3836,-102,-2,15,2696
3837,-105,-2,15,2695
3838,-105,-2,15,2694
3839,-105,-2,15,2693
3840,-105,-2,15,2692
3841,-102,-2,13,2691
3842,-102,-2,13,2690
3843,-102,-2,13,2689
3844,-102,-2,15,2688
3845,-102,-2,15,2687
3846,-104,-2,15,2686
3847,-104,-2,15,2685
3848,-104,-2,15,2684
3849,-104,-2,14,2683
3850,-103,-2,13,2682
3851,-103,-2,13,2681
3852,-103,-2,14,2680
3853,-103,-2,14,2679
